AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,CacheSize,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,DiskSelectionStrategyCache,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxCacheSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,MemberResourcesCache,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,Status,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,1208320,0,1208320,1180.0,1.152,945499,923.339,0.902,153029,149.442,0,0.0,0.0,0.146,LAD,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gknap01a:vol1 ,,amiron mbronk jpwysocz,,softcreek,,,,,Compliant,,3374541,0,3374541,3295.45,3.218,Project,,
wossowic amaczuga dleahy1,,,,,,,,,1,1208320,0,1208320,1180.0,1.152,945499,923.339,0.902,0,0.0,0,0.0,0.0,0.0,LAD,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5434283,5306.917,0,0.0,0.0,5.183,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,Android_GIT_repo,,,,,Compliant,,52780698,0,52780698,51543.65,50.336,User,others,
,,/nfs/igk/disks /nfs/igk/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5434283,5306.917,0,0.0,0.0,5.183,MCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gknap01a:* ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,rdower jdkarpin,,Android_GIT_repo,,,,,Compliant,,52780698,0,52780698,51543.65,50.336,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol9 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap02a bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,CRC,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
rjbartle kpai frichter pwlong gkhdk bneigenf aloss mhasan chriso dleahy1 dpgenv valhdk envhdk woneil,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,5120000,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol9 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap02a bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,no73lay,,CRC,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,1,102400,0,102400,100.0,0.098,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,tmnap01a.tm.intel.com:vol1 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,MCG_PPD_SW_Fin,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,/nfs/tm/disks /nfs/tm/proj,,,,,,,1,102400,0,102400,100.0,0.098,39458,38.533,0.038,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/tm/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,tmnap01a.tm.intel.com:vol1 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,dleahy1 thaataja,,MCG_PPD_SW_Fin,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol7 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol8 bwnap01b:vol9 bwnap01b:vol10 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol12 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,Nova14,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol7 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol8 bwnap01b:vol9 bwnap01b:vol10 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol12 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,Nova14,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
kpai rjbartle iszuca pwlong wirthmic bneigenf iwadm aloss mhasan chriso dleahy1 dpgenv woneil cds_c14,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,4096000,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol7 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol8 bwnap01b:vol9 bwnap01b:vol10 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol12 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,vdumitru no73lay,,Nova14,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,4096000,bwnap01a:vol1 bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol7 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap01b:vol6 bwnap01b:vol8 bwnap01b:vol9 bwnap01b:vol10 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol12 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol10 bwnap02a:vol11 bwnap02a:vol13 bwnap02a:vol14 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:vol10 bwnap02b:vol11 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,dtrawins,,Nova14,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol6 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,SNV,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol6 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,SNV,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
aloss,,/nfs/ibw/eda/data /nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/eda/data,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,3072000,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol6 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,bneigenf no73lay,,SNV,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,/nfs/ibw/eda/data /nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/eda/data,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,3072000,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01a:vol6 bwnap01a:vol8 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol6 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 bwnap02b:vol8 bwnap02b:incavol1 bwnap02b:incavol2 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,dtrawins,,SNV,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,SNV_eda,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,SNV_eda,eda,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,/nfs/ibw/eda/data /nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/eda/data,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,frichter bneigenf aloss,,SNV_eda,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,/nfs/ibw/eda/data /nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/eda/data,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol1 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol6 bwnap02a:vol7 bwnap02a:vol8 bwnap02a:vol9 bwnap02a:vol15 bwnap02b:vol1 bwnap02b:vol2 bwnap02b:vol3 bwnap02b:vol4 bwnap02b:vol5 bwnap02b:vol6 bwnap02b:vol7 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,SNV_eda,eda,,,,Compliant,,35690393,0,35690393,34853.899,34.037,QSlot,,
,,,,,,,,,1,204800,0,204800,200.0,0.195,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,tmnap01a.tm.intel.com:vol1 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,audiolab,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,/nfs/tm/disks /nfs/tm/proj,,,,,,,1,204800,0,204800,200.0,0.195,36501,35.646,0.035,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/tm/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,tmnap01a.tm.intel.com:vol1 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,disherwo dleahy1,,audiolab,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,2,27032676,0,27032676,26399.098,25.78,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,tlnap02a.tl.intel.com:vol0 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,buildbot,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
